Files already downloaded and verified
Files already downloaded and verified
Epoch : 0 Iter : 0 VAT Loss : tensor(0.6990, device='cuda:0') CE Loss : tensor(2.7805, device='cuda:0')
Epoch : 105 Iter : 300 VAT Loss : tensor(0.4412, device='cuda:0') CE Loss : tensor(0.0318, device='cuda:0')
Train accuracy : tensor(0.9688, device='cuda:0')
Test accuracy : tensor(0.6900, device='cuda:0')
Epoch : 106 Iter : 0 VAT Loss : tensor(0.3956, device='cuda:0') CE Loss : tensor(0.0254, device='cuda:0')
Epoch : 106 Iter : 100 VAT Loss : tensor(0.4970, device='cuda:0') CE Loss : tensor(0.0171, device='cuda:0')
Epoch : 106 Iter : 200 VAT Loss : tensor(0.3792, device='cuda:0') CE Loss : tensor(0.0754, device='cuda:0')
Epoch : 106 Iter : 300 VAT Loss : tensor(0.3887, device='cuda:0') CE Loss : tensor(0.0520, device='cuda:0')
Epoch : 107 Iter : 0 VAT Loss : tensor(0.4815, device='cuda:0') CE Loss : tensor(0.0119, device='cuda:0')
Epoch : 107 Iter : 100 VAT Loss : tensor(0.4221, device='cuda:0') CE Loss : tensor(0.0689, device='cuda:0')
Epoch : 107 Iter : 200 VAT Loss : tensor(0.4128, device='cuda:0') CE Loss : tensor(0.0378, device='cuda:0')
Epoch : 107 Iter : 300 VAT Loss : tensor(0.3979, device='cuda:0') CE Loss : tensor(0.0066, device='cuda:0')
Epoch : 108 Iter : 0 VAT Loss : tensor(0.4435, device='cuda:0') CE Loss : tensor(0.0122, device='cuda:0')
Epoch : 108 Iter : 100 VAT Loss : tensor(0.5353, device='cuda:0') CE Loss : tensor(0.1119, device='cuda:0')
Epoch : 108 Iter : 200 VAT Loss : tensor(0.4506, device='cuda:0') CE Loss : tensor(0.0195, device='cuda:0')
Epoch : 108 Iter : 300 VAT Loss : tensor(0.4023, device='cuda:0') CE Loss : tensor(0.0039, device='cuda:0')
Epoch : 109 Iter : 0 VAT Loss : tensor(0.4117, device='cuda:0') CE Loss : tensor(0.0054, device='cuda:0')
Epoch : 109 Iter : 100 VAT Loss : tensor(0.4141, device='cuda:0') CE Loss : tensor(0.1265, device='cuda:0')
Epoch : 109 Iter : 200 VAT Loss : tensor(0.4778, device='cuda:0') CE Loss : tensor(0.0099, device='cuda:0')
Epoch : 109 Iter : 300 VAT Loss : tensor(0.4038, device='cuda:0') CE Loss : tensor(0.0074, device='cuda:0')
Epoch : 110 Iter : 0 VAT Loss : tensor(0.4923, device='cuda:0') CE Loss : tensor(0.0363, device='cuda:0')
Epoch : 110 Iter : 100 VAT Loss : tensor(0.5160, device='cuda:0') CE Loss : tensor(0.0355, device='cuda:0')
Epoch : 110 Iter : 200 VAT Loss : tensor(0.3219, device='cuda:0') CE Loss : tensor(0.0096, device='cuda:0')
Epoch : 110 Iter : 300 VAT Loss : tensor(0.3855, device='cuda:0') CE Loss : tensor(0.0492, device='cuda:0')
Train accuracy : tensor(1., device='cuda:0')
Test accuracy : tensor(0.7800, device='cuda:0')
Epoch : 111 Iter : 0 VAT Loss : tensor(0.3751, device='cuda:0') CE Loss : tensor(0.0121, device='cuda:0')
Epoch : 111 Iter : 100 VAT Loss : tensor(0.4695, device='cuda:0') CE Loss : tensor(0.0046, device='cuda:0')
Epoch : 111 Iter : 200 VAT Loss : tensor(0.3491, device='cuda:0') CE Loss : tensor(0.0272, device='cuda:0')
Epoch : 111 Iter : 300 VAT Loss : tensor(0.4959, device='cuda:0') CE Loss : tensor(0.0190, device='cuda:0')
Epoch : 112 Iter : 0 VAT Loss : tensor(0.4140, device='cuda:0') CE Loss : tensor(0.0296, device='cuda:0')
Epoch : 112 Iter : 100 VAT Loss : tensor(0.5460, device='cuda:0') CE Loss : tensor(0.0063, device='cuda:0')
Epoch : 112 Iter : 200 VAT Loss : tensor(0.4565, device='cuda:0') CE Loss : tensor(0.0077, device='cuda:0')
Epoch : 112 Iter : 300 VAT Loss : tensor(0.4026, device='cuda:0') CE Loss : tensor(0.0092, device='cuda:0')
Epoch : 113 Iter : 0 VAT Loss : tensor(0.4713, device='cuda:0') CE Loss : tensor(0.0509, device='cuda:0')
Epoch : 113 Iter : 100 VAT Loss : tensor(0.4696, device='cuda:0') CE Loss : tensor(0.0100, device='cuda:0')
Epoch : 113 Iter : 200 VAT Loss : tensor(0.4004, device='cuda:0') CE Loss : tensor(0.0085, device='cuda:0')
Epoch : 113 Iter : 300 VAT Loss : tensor(0.5909, device='cuda:0') CE Loss : tensor(0.0445, device='cuda:0')
Epoch : 114 Iter : 0 VAT Loss : tensor(0.4714, device='cuda:0') CE Loss : tensor(0.0063, device='cuda:0')
Epoch : 114 Iter : 100 VAT Loss : tensor(0.4462, device='cuda:0') CE Loss : tensor(0.1319, device='cuda:0')
Epoch : 114 Iter : 200 VAT Loss : tensor(0.4166, device='cuda:0') CE Loss : tensor(0.0075, device='cuda:0')
Epoch : 114 Iter : 300 VAT Loss : tensor(0.4170, device='cuda:0') CE Loss : tensor(0.0195, device='cuda:0')
Epoch : 115 Iter : 0 VAT Loss : tensor(0.4181, device='cuda:0') CE Loss : tensor(0.1453, device='cuda:0')
Epoch : 115 Iter : 100 VAT Loss : tensor(0.4660, device='cuda:0') CE Loss : tensor(0.0048, device='cuda:0')
Epoch : 115 Iter : 200 VAT Loss : tensor(0.3516, device='cuda:0') CE Loss : tensor(0.0230, device='cuda:0')
Epoch : 115 Iter : 300 VAT Loss : tensor(0.4932, device='cuda:0') CE Loss : tensor(0.0078, device='cuda:0')
Train accuracy : tensor(1., device='cuda:0')
Test accuracy : tensor(0.7000, device='cuda:0')
Epoch : 116 Iter : 0 VAT Loss : tensor(0.3306, device='cuda:0') CE Loss : tensor(0.0102, device='cuda:0')
Epoch : 116 Iter : 100 VAT Loss : tensor(0.4299, device='cuda:0') CE Loss : tensor(0.0534, device='cuda:0')
Epoch : 116 Iter : 200 VAT Loss : tensor(0.5316, device='cuda:0') CE Loss : tensor(0.0274, device='cuda:0')
Epoch : 116 Iter : 300 VAT Loss : tensor(0.4677, device='cuda:0') CE Loss : tensor(0.0079, device='cuda:0')
Epoch : 117 Iter : 0 VAT Loss : tensor(0.4465, device='cuda:0') CE Loss : tensor(0.0069, device='cuda:0')
Epoch : 117 Iter : 100 VAT Loss : tensor(0.5467, device='cuda:0') CE Loss : tensor(0.0117, device='cuda:0')
Epoch : 117 Iter : 200 VAT Loss : tensor(0.3677, device='cuda:0') CE Loss : tensor(0.0082, device='cuda:0')
Epoch : 117 Iter : 300 VAT Loss : tensor(0.4132, device='cuda:0') CE Loss : tensor(0.0046, device='cuda:0')
Epoch : 118 Iter : 0 VAT Loss : tensor(0.3766, device='cuda:0') CE Loss : tensor(0.0109, device='cuda:0')
Epoch : 118 Iter : 100 VAT Loss : tensor(0.3397, device='cuda:0') CE Loss : tensor(0.0069, device='cuda:0')
Epoch : 118 Iter : 200 VAT Loss : tensor(0.3420, device='cuda:0') CE Loss : tensor(0.0538, device='cuda:0')
Epoch : 118 Iter : 300 VAT Loss : tensor(0.4434, device='cuda:0') CE Loss : tensor(0.0976, device='cuda:0')
Epoch : 119 Iter : 0 VAT Loss : tensor(0.3734, device='cuda:0') CE Loss : tensor(0.0043, device='cuda:0')
Epoch : 119 Iter : 100 VAT Loss : tensor(0.3089, device='cuda:0') CE Loss : tensor(0.1244, device='cuda:0')
Epoch : 119 Iter : 200 VAT Loss : tensor(0.5101, device='cuda:0') CE Loss : tensor(0.0223, device='cuda:0')
Epoch : 119 Iter : 300 VAT Loss : tensor(0.4488, device='cuda:0') CE Loss : tensor(0.0073, device='cuda:0')
Epoch : 120 Iter : 0 VAT Loss : tensor(0.3647, device='cuda:0') CE Loss : tensor(0.0103, device='cuda:0')
Epoch : 120 Iter : 100 VAT Loss : tensor(0.3139, device='cuda:0') CE Loss : tensor(0.0167, device='cuda:0')
Epoch : 120 Iter : 200 VAT Loss : tensor(0.3499, device='cuda:0') CE Loss : tensor(0.0691, device='cuda:0')
Epoch : 120 Iter : 300 VAT Loss : tensor(0.4526, device='cuda:0') CE Loss : tensor(0.0115, device='cuda:0')
Train accuracy : tensor(1., device='cuda:0')
Test accuracy : tensor(0.7600, device='cuda:0')
Epoch : 121 Iter : 0 VAT Loss : tensor(0.5293, device='cuda:0') CE Loss : tensor(0.0073, device='cuda:0')
Epoch : 121 Iter : 100 VAT Loss : tensor(0.3394, device='cuda:0') CE Loss : tensor(0.0106, device='cuda:0')
Epoch : 121 Iter : 200 VAT Loss : tensor(0.4387, device='cuda:0') CE Loss : tensor(0.0058, device='cuda:0')
Epoch : 121 Iter : 300 VAT Loss : tensor(0.4581, device='cuda:0') CE Loss : tensor(0.0220, device='cuda:0')
Epoch : 122 Iter : 0 VAT Loss : tensor(0.3792, device='cuda:0') CE Loss : tensor(0.0119, device='cuda:0')
Epoch : 122 Iter : 100 VAT Loss : tensor(0.4086, device='cuda:0') CE Loss : tensor(0.0069, device='cuda:0')
Epoch : 122 Iter : 200 VAT Loss : tensor(0.4039, device='cuda:0') CE Loss : tensor(0.0110, device='cuda:0')
Epoch : 122 Iter : 300 VAT Loss : tensor(0.4694, device='cuda:0') CE Loss : tensor(0.1509, device='cuda:0')
Epoch : 123 Iter : 0 VAT Loss : tensor(0.4480, device='cuda:0') CE Loss : tensor(0.1333, device='cuda:0')
Epoch : 123 Iter : 100 VAT Loss : tensor(0.3933, device='cuda:0') CE Loss : tensor(0.0113, device='cuda:0')
Epoch : 123 Iter : 200 VAT Loss : tensor(0.4554, device='cuda:0') CE Loss : tensor(0.0148, device='cuda:0')
Epoch : 123 Iter : 300 VAT Loss : tensor(0.4517, device='cuda:0') CE Loss : tensor(0.0065, device='cuda:0')
Epoch : 124 Iter : 0 VAT Loss : tensor(0.4009, device='cuda:0') CE Loss : tensor(0.0267, device='cuda:0')
Epoch : 124 Iter : 100 VAT Loss : tensor(0.3717, device='cuda:0') CE Loss : tensor(0.0078, device='cuda:0')
Epoch : 124 Iter : 200 VAT Loss : tensor(0.4354, device='cuda:0') CE Loss : tensor(0.0042, device='cuda:0')
Epoch : 124 Iter : 300 VAT Loss : tensor(0.3936, device='cuda:0') CE Loss : tensor(0.0050, device='cuda:0')
Epoch : 125 Iter : 0 VAT Loss : tensor(0.4625, device='cuda:0') CE Loss : tensor(0.0713, device='cuda:0')
Epoch : 125 Iter : 100 VAT Loss : tensor(0.4184, device='cuda:0') CE Loss : tensor(0.0267, device='cuda:0')
Epoch : 125 Iter : 200 VAT Loss : tensor(0.3894, device='cuda:0') CE Loss : tensor(0.0334, device='cuda:0')
Epoch : 125 Iter : 300 VAT Loss : tensor(0.4541, device='cuda:0') CE Loss : tensor(0.0091, device='cuda:0')
Train accuracy : tensor(0.9375, device='cuda:0')
Test accuracy : tensor(0.7900, device='cuda:0')
Epoch : 126 Iter : 0 VAT Loss : tensor(0.3758, device='cuda:0') CE Loss : tensor(0.0405, device='cuda:0')
Epoch : 126 Iter : 100 VAT Loss : tensor(0.4693, device='cuda:0') CE Loss : tensor(0.0677, device='cuda:0')
Epoch : 126 Iter : 200 VAT Loss : tensor(0.3700, device='cuda:0') CE Loss : tensor(0.0111, device='cuda:0')
Epoch : 126 Iter : 300 VAT Loss : tensor(0.3281, device='cuda:0') CE Loss : tensor(0.0091, device='cuda:0')
Epoch : 127 Iter : 0 VAT Loss : tensor(0.4636, device='cuda:0') CE Loss : tensor(0.0111, device='cuda:0')
Epoch : 127 Iter : 100 VAT Loss : tensor(0.4258, device='cuda:0') CE Loss : tensor(0.0159, device='cuda:0')
Epoch : 127 Iter : 200 VAT Loss : tensor(0.3733, device='cuda:0') CE Loss : tensor(0.0089, device='cuda:0')
Epoch : 127 Iter : 300 VAT Loss : tensor(0.4283, device='cuda:0') CE Loss : tensor(0.0420, device='cuda:0')
Epoch : 128 Iter : 0 VAT Loss : tensor(0.4171, device='cuda:0') CE Loss : tensor(0.0141, device='cuda:0')
Epoch : 128 Iter : 100 VAT Loss : tensor(0.4027, device='cuda:0') CE Loss : tensor(0.0730, device='cuda:0')
Epoch : 128 Iter : 200 VAT Loss : tensor(0.4518, device='cuda:0') CE Loss : tensor(0.0169, device='cuda:0')
Epoch : 128 Iter : 300 VAT Loss : tensor(0.4583, device='cuda:0') CE Loss : tensor(0.0111, device='cuda:0')
Epoch : 129 Iter : 0 VAT Loss : tensor(0.4295, device='cuda:0') CE Loss : tensor(0.0092, device='cuda:0')
Epoch : 129 Iter : 100 VAT Loss : tensor(0.3915, device='cuda:0') CE Loss : tensor(0.0933, device='cuda:0')
Epoch : 129 Iter : 200 VAT Loss : tensor(0.3874, device='cuda:0') CE Loss : tensor(0.0027, device='cuda:0')
Epoch : 129 Iter : 300 VAT Loss : tensor(0.4064, device='cuda:0') CE Loss : tensor(0.0424, device='cuda:0')
Epoch : 130 Iter : 0 VAT Loss : tensor(0.4563, device='cuda:0') CE Loss : tensor(0.0142, device='cuda:0')
Epoch : 130 Iter : 100 VAT Loss : tensor(0.3250, device='cuda:0') CE Loss : tensor(0.1093, device='cuda:0')
Epoch : 130 Iter : 200 VAT Loss : tensor(0.3642, device='cuda:0') CE Loss : tensor(0.0043, device='cuda:0')
Epoch : 130 Iter : 300 VAT Loss : tensor(0.3607, device='cuda:0') CE Loss : tensor(0.0295, device='cuda:0')
Train accuracy : tensor(0.9688, device='cuda:0')
Test accuracy : tensor(0.8100, device='cuda:0')
Epoch : 131 Iter : 0 VAT Loss : tensor(0.3982, device='cuda:0') CE Loss : tensor(0.0181, device='cuda:0')
Epoch : 131 Iter : 100 VAT Loss : tensor(0.3377, device='cuda:0') CE Loss : tensor(0.0078, device='cuda:0')
Epoch : 131 Iter : 200 VAT Loss : tensor(0.3660, device='cuda:0') CE Loss : tensor(0.0169, device='cuda:0')
Epoch : 131 Iter : 300 VAT Loss : tensor(0.4500, device='cuda:0') CE Loss : tensor(0.0035, device='cuda:0')
Epoch : 132 Iter : 0 VAT Loss : tensor(0.4956, device='cuda:0') CE Loss : tensor(0.0081, device='cuda:0')
Epoch : 132 Iter : 100 VAT Loss : tensor(0.4493, device='cuda:0') CE Loss : tensor(0.0031, device='cuda:0')
Epoch : 132 Iter : 200 VAT Loss : tensor(0.4637, device='cuda:0') CE Loss : tensor(0.0114, device='cuda:0')
Epoch : 132 Iter : 300 VAT Loss : tensor(0.4816, device='cuda:0') CE Loss : tensor(0.0076, device='cuda:0')
Epoch : 133 Iter : 0 VAT Loss : tensor(0.3959, device='cuda:0') CE Loss : tensor(0.0058, device='cuda:0')
Epoch : 133 Iter : 100 VAT Loss : tensor(0.4964, device='cuda:0') CE Loss : tensor(0.0198, device='cuda:0')
Epoch : 133 Iter : 200 VAT Loss : tensor(0.3249, device='cuda:0') CE Loss : tensor(0.0048, device='cuda:0')
Epoch : 133 Iter : 300 VAT Loss : tensor(0.4141, device='cuda:0') CE Loss : tensor(0.0271, device='cuda:0')
Epoch : 134 Iter : 0 VAT Loss : tensor(0.3204, device='cuda:0') CE Loss : tensor(0.0057, device='cuda:0')
Epoch : 134 Iter : 100 VAT Loss : tensor(0.3587, device='cuda:0') CE Loss : tensor(0.0121, device='cuda:0')
Epoch : 134 Iter : 200 VAT Loss : tensor(0.5160, device='cuda:0') CE Loss : tensor(0.0290, device='cuda:0')
Epoch : 134 Iter : 300 VAT Loss : tensor(0.3827, device='cuda:0') CE Loss : tensor(0.0027, device='cuda:0')
Epoch : 135 Iter : 0 VAT Loss : tensor(0.3660, device='cuda:0') CE Loss : tensor(0.0053, device='cuda:0')
Epoch : 135 Iter : 100 VAT Loss : tensor(0.3852, device='cuda:0') CE Loss : tensor(0.0469, device='cuda:0')
Epoch : 135 Iter : 200 VAT Loss : tensor(0.4247, device='cuda:0') CE Loss : tensor(0.0097, device='cuda:0')
Epoch : 135 Iter : 300 VAT Loss : tensor(0.4232, device='cuda:0') CE Loss : tensor(0.0137, device='cuda:0')
Train accuracy : tensor(1., device='cuda:0')
Test accuracy : tensor(0.7500, device='cuda:0')
Epoch : 136 Iter : 0 VAT Loss : tensor(0.3735, device='cuda:0') CE Loss : tensor(0.0031, device='cuda:0')
Epoch : 136 Iter : 100 VAT Loss : tensor(0.3997, device='cuda:0') CE Loss : tensor(0.0255, device='cuda:0')
Epoch : 136 Iter : 200 VAT Loss : tensor(0.4240, device='cuda:0') CE Loss : tensor(0.0103, device='cuda:0')
Epoch : 136 Iter : 300 VAT Loss : tensor(0.3820, device='cuda:0') CE Loss : tensor(0.0259, device='cuda:0')
Epoch : 137 Iter : 0 VAT Loss : tensor(0.3300, device='cuda:0') CE Loss : tensor(0.0356, device='cuda:0')
Epoch : 137 Iter : 100 VAT Loss : tensor(0.3735, device='cuda:0') CE Loss : tensor(0.0359, device='cuda:0')
Epoch : 137 Iter : 200 VAT Loss : tensor(0.4744, device='cuda:0') CE Loss : tensor(0.0082, device='cuda:0')
Epoch : 137 Iter : 300 VAT Loss : tensor(0.3927, device='cuda:0') CE Loss : tensor(0.0119, device='cuda:0')
Epoch : 138 Iter : 0 VAT Loss : tensor(0.4339, device='cuda:0') CE Loss : tensor(0.0116, device='cuda:0')
Epoch : 138 Iter : 100 VAT Loss : tensor(0.4691, device='cuda:0') CE Loss : tensor(0.0214, device='cuda:0')
Epoch : 138 Iter : 200 VAT Loss : tensor(0.4625, device='cuda:0') CE Loss : tensor(0.0070, device='cuda:0')
Epoch : 138 Iter : 300 VAT Loss : tensor(0.4370, device='cuda:0') CE Loss : tensor(0.0080, device='cuda:0')
Epoch : 139 Iter : 0 VAT Loss : tensor(0.3761, device='cuda:0') CE Loss : tensor(0.0069, device='cuda:0')
Epoch : 139 Iter : 100 VAT Loss : tensor(0.4258, device='cuda:0') CE Loss : tensor(0.0495, device='cuda:0')
Epoch : 139 Iter : 200 VAT Loss : tensor(0.4419, device='cuda:0') CE Loss : tensor(0.0252, device='cuda:0')
Epoch : 139 Iter : 300 VAT Loss : tensor(0.4057, device='cuda:0') CE Loss : tensor(0.0687, device='cuda:0')
Epoch : 140 Iter : 0 VAT Loss : tensor(0.4303, device='cuda:0') CE Loss : tensor(0.0647, device='cuda:0')
Epoch : 140 Iter : 100 VAT Loss : tensor(0.3607, device='cuda:0') CE Loss : tensor(0.0063, device='cuda:0')
Epoch : 140 Iter : 200 VAT Loss : tensor(0.4387, device='cuda:0') CE Loss : tensor(0.0360, device='cuda:0')
Epoch : 140 Iter : 300 VAT Loss : tensor(0.4645, device='cuda:0') CE Loss : tensor(0.0152, device='cuda:0')
Train accuracy : tensor(1., device='cuda:0')
Test accuracy : tensor(0.7000, device='cuda:0')
Epoch : 141 Iter : 0 VAT Loss : tensor(0.3474, device='cuda:0') CE Loss : tensor(0.0182, device='cuda:0')
Epoch : 141 Iter : 100 VAT Loss : tensor(0.4613, device='cuda:0') CE Loss : tensor(0.0397, device='cuda:0')
Epoch : 141 Iter : 200 VAT Loss : tensor(0.4192, device='cuda:0') CE Loss : tensor(0.0125, device='cuda:0')
Epoch : 141 Iter : 300 VAT Loss : tensor(0.4885, device='cuda:0') CE Loss : tensor(0.0229, device='cuda:0')
Epoch : 142 Iter : 0 VAT Loss : tensor(0.3356, device='cuda:0') CE Loss : tensor(0.0511, device='cuda:0')
Epoch : 142 Iter : 100 VAT Loss : tensor(0.5356, device='cuda:0') CE Loss : tensor(0.1101, device='cuda:0')
Epoch : 142 Iter : 200 VAT Loss : tensor(0.3866, device='cuda:0') CE Loss : tensor(0.0188, device='cuda:0')
Epoch : 142 Iter : 300 VAT Loss : tensor(0.3441, device='cuda:0') CE Loss : tensor(0.0039, device='cuda:0')
Epoch : 143 Iter : 0 VAT Loss : tensor(0.3004, device='cuda:0') CE Loss : tensor(0.0135, device='cuda:0')
Epoch : 143 Iter : 100 VAT Loss : tensor(0.2941, device='cuda:0') CE Loss : tensor(0.0035, device='cuda:0')
Epoch : 143 Iter : 200 VAT Loss : tensor(0.3507, device='cuda:0') CE Loss : tensor(0.0214, device='cuda:0')
Epoch : 143 Iter : 300 VAT Loss : tensor(0.4048, device='cuda:0') CE Loss : tensor(0.0096, device='cuda:0')
Epoch : 144 Iter : 0 VAT Loss : tensor(0.3252, device='cuda:0') CE Loss : tensor(0.0010, device='cuda:0')
Epoch : 144 Iter : 100 VAT Loss : tensor(0.3852, device='cuda:0') CE Loss : tensor(0.0138, device='cuda:0')
Epoch : 144 Iter : 200 VAT Loss : tensor(0.3681, device='cuda:0') CE Loss : tensor(0.0610, device='cuda:0')
Epoch : 144 Iter : 300 VAT Loss : tensor(0.3693, device='cuda:0') CE Loss : tensor(0.0089, device='cuda:0')
Epoch : 145 Iter : 0 VAT Loss : tensor(0.3685, device='cuda:0') CE Loss : tensor(0.0147, device='cuda:0')
Epoch : 145 Iter : 100 VAT Loss : tensor(0.3674, device='cuda:0') CE Loss : tensor(0.0296, device='cuda:0')
Epoch : 145 Iter : 200 VAT Loss : tensor(0.4622, device='cuda:0') CE Loss : tensor(0.0059, device='cuda:0')
Epoch : 145 Iter : 300 VAT Loss : tensor(0.3785, device='cuda:0') CE Loss : tensor(0.0008, device='cuda:0')
Train accuracy : tensor(0.9375, device='cuda:0')
Test accuracy : tensor(0.6700, device='cuda:0')
Epoch : 146 Iter : 0 VAT Loss : tensor(0.3964, device='cuda:0') CE Loss : tensor(0.0098, device='cuda:0')
Epoch : 146 Iter : 100 VAT Loss : tensor(0.4068, device='cuda:0') CE Loss : tensor(0.0064, device='cuda:0')
Epoch : 146 Iter : 200 VAT Loss : tensor(0.4580, device='cuda:0') CE Loss : tensor(0.0143, device='cuda:0')
Epoch : 146 Iter : 300 VAT Loss : tensor(0.4134, device='cuda:0') CE Loss : tensor(0.1279, device='cuda:0')
Epoch : 147 Iter : 0 VAT Loss : tensor(0.3980, device='cuda:0') CE Loss : tensor(0.0046, device='cuda:0')
Epoch : 147 Iter : 100 VAT Loss : tensor(0.4200, device='cuda:0') CE Loss : tensor(0.0025, device='cuda:0')
Epoch : 147 Iter : 200 VAT Loss : tensor(0.4833, device='cuda:0') CE Loss : tensor(0.0069, device='cuda:0')
Epoch : 147 Iter : 300 VAT Loss : tensor(0.4097, device='cuda:0') CE Loss : tensor(0.0059, device='cuda:0')
Epoch : 148 Iter : 0 VAT Loss : tensor(0.3347, device='cuda:0') CE Loss : tensor(0.0027, device='cuda:0')
Epoch : 148 Iter : 100 VAT Loss : tensor(0.4216, device='cuda:0') CE Loss : tensor(0.0072, device='cuda:0')
Epoch : 148 Iter : 200 VAT Loss : tensor(0.3577, device='cuda:0') CE Loss : tensor(0.0449, device='cuda:0')
Epoch : 148 Iter : 300 VAT Loss : tensor(0.3625, device='cuda:0') CE Loss : tensor(0.0308, device='cuda:0')
Epoch : 149 Iter : 0 VAT Loss : tensor(0.3475, device='cuda:0') CE Loss : tensor(0.0239, device='cuda:0')
Epoch : 149 Iter : 100 VAT Loss : tensor(0.3746, device='cuda:0') CE Loss : tensor(0.0022, device='cuda:0')
Epoch : 149 Iter : 200 VAT Loss : tensor(0.4821, device='cuda:0') CE Loss : tensor(0.0106, device='cuda:0')
Epoch : 149 Iter : 300 VAT Loss : tensor(0.3393, device='cuda:0') CE Loss : tensor(0.0113, device='cuda:0')
Epoch : 150 Iter : 0 VAT Loss : tensor(0.4842, device='cuda:0') CE Loss : tensor(0.0359, device='cuda:0')
Epoch : 150 Iter : 100 VAT Loss : tensor(0.4023, device='cuda:0') CE Loss : tensor(0.1090, device='cuda:0')
Epoch : 150 Iter : 200 VAT Loss : tensor(0.3947, device='cuda:0') CE Loss : tensor(0.0322, device='cuda:0')
Epoch : 150 Iter : 300 VAT Loss : tensor(0.4717, device='cuda:0') CE Loss : tensor(0.0203, device='cuda:0')
Train accuracy : tensor(1., device='cuda:0')
Test accuracy : tensor(0.7200, device='cuda:0')
Epoch : 151 Iter : 0 VAT Loss : tensor(0.3173, device='cuda:0') CE Loss : tensor(0.0049, device='cuda:0')
Epoch : 151 Iter : 100 VAT Loss : tensor(0.3555, device='cuda:0') CE Loss : tensor(0.0239, device='cuda:0')
Epoch : 151 Iter : 200 VAT Loss : tensor(0.3561, device='cuda:0') CE Loss : tensor(0.0099, device='cuda:0')
Epoch : 151 Iter : 300 VAT Loss : tensor(0.4411, device='cuda:0') CE Loss : tensor(0.0030, device='cuda:0')
Epoch : 152 Iter : 0 VAT Loss : tensor(0.4318, device='cuda:0') CE Loss : tensor(0.0375, device='cuda:0')
Epoch : 152 Iter : 100 VAT Loss : tensor(0.4248, device='cuda:0') CE Loss : tensor(0.0100, device='cuda:0')
Epoch : 152 Iter : 200 VAT Loss : tensor(0.4524, device='cuda:0') CE Loss : tensor(0.0482, device='cuda:0')
Epoch : 152 Iter : 300 VAT Loss : tensor(0.3279, device='cuda:0') CE Loss : tensor(0.0037, device='cuda:0')
Epoch : 153 Iter : 0 VAT Loss : tensor(0.4305, device='cuda:0') CE Loss : tensor(0.0069, device='cuda:0')
Epoch : 153 Iter : 100 VAT Loss : tensor(0.4065, device='cuda:0') CE Loss : tensor(0.0183, device='cuda:0')
Epoch : 153 Iter : 200 VAT Loss : tensor(0.2961, device='cuda:0') CE Loss : tensor(0.0020, device='cuda:0')
Epoch : 153 Iter : 300 VAT Loss : tensor(0.4540, device='cuda:0') CE Loss : tensor(0.0060, device='cuda:0')
Epoch : 154 Iter : 0 VAT Loss : tensor(0.2910, device='cuda:0') CE Loss : tensor(0.0019, device='cuda:0')
Epoch : 154 Iter : 100 VAT Loss : tensor(0.4168, device='cuda:0') CE Loss : tensor(0.0189, device='cuda:0')
Epoch : 154 Iter : 200 VAT Loss : tensor(0.3180, device='cuda:0') CE Loss : tensor(0.0035, device='cuda:0')
Epoch : 154 Iter : 300 VAT Loss : tensor(0.3033, device='cuda:0') CE Loss : tensor(0.0246, device='cuda:0')
Epoch : 155 Iter : 0 VAT Loss : tensor(0.4376, device='cuda:0') CE Loss : tensor(0.0410, device='cuda:0')
Epoch : 155 Iter : 100 VAT Loss : tensor(0.3775, device='cuda:0') CE Loss : tensor(0.0137, device='cuda:0')
Epoch : 155 Iter : 200 VAT Loss : tensor(0.3482, device='cuda:0') CE Loss : tensor(0.0613, device='cuda:0')
Epoch : 155 Iter : 300 VAT Loss : tensor(0.3795, device='cuda:0') CE Loss : tensor(0.0120, device='cuda:0')
Train accuracy : tensor(0.9688, device='cuda:0')
Test accuracy : tensor(0.6900, device='cuda:0')
Epoch : 156 Iter : 0 VAT Loss : tensor(0.4289, device='cuda:0') CE Loss : tensor(0.0071, device='cuda:0')
Epoch : 156 Iter : 100 VAT Loss : tensor(0.4683, device='cuda:0') CE Loss : tensor(0.0575, device='cuda:0')
Epoch : 156 Iter : 200 VAT Loss : tensor(0.3971, device='cuda:0') CE Loss : tensor(0.0158, device='cuda:0')
Epoch : 156 Iter : 300 VAT Loss : tensor(0.3883, device='cuda:0') CE Loss : tensor(0.0077, device='cuda:0')
Epoch : 157 Iter : 0 VAT Loss : tensor(0.3803, device='cuda:0') CE Loss : tensor(0.0124, device='cuda:0')
Epoch : 157 Iter : 100 VAT Loss : tensor(0.4234, device='cuda:0') CE Loss : tensor(0.0703, device='cuda:0')
Epoch : 157 Iter : 200 VAT Loss : tensor(0.3818, device='cuda:0') CE Loss : tensor(0.0428, device='cuda:0')
Epoch : 157 Iter : 300 VAT Loss : tensor(0.4104, device='cuda:0') CE Loss : tensor(0.0485, device='cuda:0')
Epoch : 158 Iter : 0 VAT Loss : tensor(0.4635, device='cuda:0') CE Loss : tensor(0.0102, device='cuda:0')
Epoch : 158 Iter : 100 VAT Loss : tensor(0.2854, device='cuda:0') CE Loss : tensor(0.0054, device='cuda:0')
Epoch : 158 Iter : 200 VAT Loss : tensor(0.3617, device='cuda:0') CE Loss : tensor(0.0134, device='cuda:0')
